query	reference	band	group	band_by_ani	query_path	ref_path
GCA_003158115.1	GCA_003151535.1	0.85-0.9	p__Methanobacteriota	0.8912	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003158115.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003151535.1.fna
GCA_012840175.1	GCA_001507955.1	0.85-0.9	p__Methanobacteriota	0.8879	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012840175.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001507955.1.fna
GCA_013330915.1	GCA_016282985.1	0.85-0.9	p__Methanobacteriota	0.8534	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013330915.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016282985.1.fna
GCF_000145295.1	GCF_000828575.1	0.85-0.9	p__Methanobacteriota	0.8825	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000145295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000828575.1.fna
GCA_012838205.1	GCA_002496805.1	0.85-0.9	p__Methanobacteriota	0.8984	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012838205.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002496805.1.fna
GCA_003151535.1	GCA_003164415.1	0.85-0.9	p__Methanobacteriota	0.8662	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003151535.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003164415.1.fna
GCA_016217785.1	GCA_000309865.1	0.85-0.9	p__Methanobacteriota	0.8739	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016217785.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000309865.1.fna
GCA_015661555.1	GCA_015662355.1	0.85-0.9	p__Methanobacteriota_A	0.8510	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015661555.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015662355.1.fna
GCA_015661585.1	GCF_003351865.1	0.85-0.9	p__Methanobacteriota_A	0.8739	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015661585.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003351865.1.fna
GCF_001484685.1	GCF_000430485.1	0.85-0.9	p__Methanobacteriota_B	0.8525	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001484685.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000430485.1.fna
GCF_000151105.2	GCA_017656495.1	0.85-0.9	p__Methanobacteriota_B	0.8560	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000151105.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017656495.1.fna
GCF_012027325.1	GCF_000517445.1	0.85-0.9	p__Methanobacteriota_B	0.8924	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_012027325.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000517445.1.fna
GCA_017656495.1	GCF_000517445.1	0.85-0.9	p__Methanobacteriota_B	0.8878	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017656495.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000517445.1.fna
GCA_003221695.1	GCA_001914535.1	0.85-0.9	p__Methylomirabilota	0.8621	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003221695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001914535.1.fna
GCA_003220315.1	GCA_003220675.1	0.85-0.9	p__Methylomirabilota	0.8742	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220675.1.fna
GCA_003221695.1	GCA_003220675.1	0.85-0.9	p__Methylomirabilota	0.8714	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003221695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220675.1.fna
GCA_016177555.1	GCA_016188005.1	0.85-0.9	p__Methylomirabilota	0.8974	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016177555.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016188005.1.fna
GCA_001788395.1	GCA_016188005.1	0.85-0.9	p__Methylomirabilota	0.8586	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001788395.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016188005.1.fna
GCA_003220335.1	GCA_003220225.1	0.85-0.9	p__Methylomirabilota	0.8897	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220225.1.fna
GCA_001788415.1	GCA_016177555.1	0.85-0.9	p__Methylomirabilota	0.8880	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001788415.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016177555.1.fna
GCA_003220495.1	GCA_003220685.1	0.85-0.9	p__Methylomirabilota	0.8930	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220495.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220685.1.fna
GCA_001914535.1	GCA_003220675.1	0.85-0.9	p__Methylomirabilota	0.8657	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001914535.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220675.1.fna
GCA_001917585.1	GCA_003220615.1	0.85-0.9	p__Methylomirabilota	0.8767	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001917585.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220615.1.fna
GCA_001443385.1	GCA_016179965.1	0.85-0.9	p__Methylomirabilota	0.8551	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001443385.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016179965.1.fna
GCA_001790315.1	GCA_001788495.1	0.85-0.9	p__Methylomirabilota	0.8734	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001790315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001788495.1.fna
GCA_003220315.1	GCA_001914535.1	0.85-0.9	p__Methylomirabilota	0.8576	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003220315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001914535.1.fna
GCA_000091165.1	GCA_002634395.1	0.85-0.9	p__Methylomirabilota	0.8543	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000091165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002634395.1.fna
GCA_903920925.1	GCA_013425455.1	0.85-0.9	p__Micrarchaeota	0.8672	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903920925.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013425455.1.fna
GCF_003611695.1	GCF_003611735.1	0.85-0.9	p__Myxococcota	0.8935	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003611695.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003611735.1.fna
GCF_016859125.1	GCF_000733295.1	0.85-0.9	p__Myxococcota	0.8615	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016859125.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000733295.1.fna
GCF_000737335.2	GCF_002994635.1	0.85-0.9	p__Myxococcota	0.8596	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000737335.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002994635.1.fna
GCF_004005565.1	GCA_007997005.1	0.85-0.9	p__Myxococcota	0.8875	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004005565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007997005.1.fna
GCF_000418325.1	GCF_002950945.1	0.85-0.9	p__Myxococcota	0.8667	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000418325.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002950945.1.fna
GCF_000165485.1	GCF_900111745.1	0.85-0.9	p__Myxococcota	0.8824	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000165485.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900111745.1.fna
GCA_903874275.1	GCA_903904005.1	0.85-0.9	p__Myxococcota	0.8650	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903874275.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903904005.1.fna
GCF_016859125.1	GCF_001027285.1	0.85-0.9	p__Myxococcota	0.8628	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016859125.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001027285.1.fna
GCF_002950945.1	GCF_004135735.1	0.85-0.9	p__Myxococcota	0.8627	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002950945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004135735.1.fna
GCF_000255295.1	GCF_003611635.1	0.85-0.9	p__Myxococcota	0.8858	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000255295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003611635.1.fna
GCF_000733295.1	GCF_016887565.1	0.85-0.9	p__Myxococcota	0.8581	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000733295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016887565.1.fna
GCA_009781495.1	GCA_009786315.1	0.85-0.9	p__Myxococcota	0.8550	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009781495.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009786315.1.fna
GCA_903912275.1	GCA_013205435.1	0.85-0.9	p__Myxococcota	0.8981	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903912275.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013205435.1.fna
GCA_003157315.1	GCA_003153015.1	0.85-0.9	p__Myxococcota	0.8747	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003157315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003153015.1.fna
GCF_004005565.1	GCA_007997015.1	0.85-0.9	p__Myxococcota	0.8756	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004005565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007997015.1.fna
GCF_000067165.1	GCF_004135735.1	0.85-0.9	p__Myxococcota	0.8594	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000067165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004135735.1.fna
GCA_016717005.1	GCA_016794525.1	0.85-0.9	p__Myxococcota	0.8502	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016717005.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016794525.1.fna
GCF_003611675.1	GCF_009909145.1	0.85-0.9	p__Myxococcota	0.8937	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003611675.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009909145.1.fna
GCF_013372585.1	GCF_010894435.1	0.85-0.9	p__Myxococcota	0.8518	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013372585.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_010894435.1.fna
GCA_005879505.1	GCA_001918155.1	0.85-0.9	p__Myxococcota	0.8955	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005879505.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001918155.1.fna
GCF_016904885.1	GCF_002305855.1	0.85-0.9	p__Myxococcota	0.8786	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016904885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002305855.1.fna
GCF_002950945.1	GCF_000067165.1	0.85-0.9	p__Myxococcota	0.8598	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002950945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000067165.1.fna
GCF_000165485.1	GCF_900109545.1	0.85-0.9	p__Myxococcota	0.8801	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000165485.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900109545.1.fna
GCA_903855945.1	GCA_903904005.1	0.85-0.9	p__Myxococcota	0.8503	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903855945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903904005.1.fna
GCA_018901315.1	GCA_017609385.1	0.85-0.9	p__Nanoarchaeota	0.8621	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018901315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017609385.1.fna
GCA_007133845.1	GCA_003563585.1	0.85-0.9	p__Nanoarchaeota	0.8863	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007133845.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003563585.1.fna
GCA_016205905.1	GCA_018303325.1	0.85-0.9	p__Nanoarchaeota	0.8632	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016205905.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018303325.1.fna
GCA_018819345.1	GCA_018901315.1	0.85-0.9	p__Nanoarchaeota	0.8725	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018819345.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018901315.1.fna
GCA_016784245.1	GCA_018692925.1	0.85-0.9	p__Nanoarchaeota	0.8870	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016784245.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018692925.1.fna
GCA_003009815.1	GCA_003009795.1	0.85-0.9	p__Nanohaloarchaeota	0.8982	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003009815.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003009795.1.fna
GCA_016234205.1	GCA_001805005.1	0.85-0.9	p__Nitrospinota	0.8741	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016234205.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001805005.1.fna
GCA_003489165.1	GCA_016194325.1	0.85-0.9	p__Nitrospinota	0.8729	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003489165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016194325.1.fna
GCA_016234205.1	GCA_003489165.1	0.85-0.9	p__Nitrospinota	0.8651	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016234205.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003489165.1.fna
GCA_016212185.1	GCA_016207865.1	0.85-0.9	p__Nitrospirota	0.8989	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016212185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016207865.1.fna
GCA_001805105.1	GCA_003535475.1	0.85-0.9	p__Nitrospirota	0.8933	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001805105.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003535475.1.fna
GCA_016195565.1	GCA_001871685.1	0.85-0.9	p__Nitrospirota	0.8638	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016195565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001871685.1.fna
GCA_002083555.1	GCF_900403705.1	0.85-0.9	p__Nitrospirota	0.8566	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002083555.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900403705.1.fna
GCA_003523945.1	GCA_013817135.1	0.85-0.9	p__Nitrospirota	0.8652	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003523945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013817135.1.fna
GCA_003599795.1	GCA_016195565.1	0.85-0.9	p__Nitrospirota	0.8526	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003599795.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016195565.1.fna
GCA_016873495.1	GCA_004296885.1	0.85-0.9	p__Nitrospirota	0.8925	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016873495.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004296885.1.fna
GCA_015491705.1	GCA_013152795.1	0.85-0.9	p__Nitrospirota	0.8828	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015491705.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013152795.1.fna
GCA_001803635.1	GCA_016212685.1	0.85-0.9	p__Nitrospirota	0.8807	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001803635.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016212685.1.fna
GCA_016873525.1	GCA_004296865.1	0.85-0.9	p__Nitrospirota	0.8604	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016873525.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004296865.1.fna
GCA_013334545.1	GCA_017885365.1	0.85-0.9	p__Nitrospirota	0.8731	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013334545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017885365.1.fna
GCA_005877505.1	GCA_005877615.1	0.85-0.9	p__Nitrospirota	0.8838	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877505.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877615.1.fna
GCA_005877855.1	GCA_005877505.1	0.85-0.9	p__Nitrospirota	0.8660	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877505.1.fna
GCA_009840285.1	GCA_009842645.1	0.85-0.9	p__Nitrospirota	0.8802	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009840285.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009842645.1.fna
GCA_005799365.1	GCA_016873495.1	0.85-0.9	p__Nitrospirota	0.8981	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005799365.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016873495.1.fna
GCA_005877565.1	GCA_005877505.1	0.85-0.9	p__Nitrospirota	0.8837	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877565.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877505.1.fna
GCA_002869855.2	GCA_002083555.1	0.85-0.9	p__Nitrospirota	0.8869	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002869855.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002083555.1.fna
GCA_005877855.1	GCA_005877615.1	0.85-0.9	p__Nitrospirota	0.8838	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005877615.1.fna
GCA_013140455.1	GCA_002083555.1	0.85-0.9	p__Nitrospirota	0.8829	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013140455.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002083555.1.fna
GCA_002897895.1	GCA_011040095.1	0.85-0.9	p__Nitrospirota	0.8993	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002897895.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011040095.1.fna
GCA_018896985.1	GCA_016195565.1	0.85-0.9	p__Nitrospirota	0.8968	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018896985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016195565.1.fna
GCA_003232715.1	GCA_013152195.1	0.85-0.9	p__Nitrospirota	0.8807	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003232715.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013152195.1.fna
GCA_018819285.1	GCA_003485765.1	0.85-0.9	p__Omnitrophota	0.8918	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018819285.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003485765.1.fna
GCA_001805575.1	GCA_001805845.1	0.85-0.9	p__Omnitrophota	0.8884	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001805575.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001805845.1.fna
GCA_018817585.1	GCA_018817165.1	0.85-0.9	p__Omnitrophota	0.8536	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018817585.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018817165.1.fna
GCA_007136035.1	GCA_007130415.1	0.85-0.9	p__Patescibacteria	0.8518	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007136035.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007130415.1.fna
GCA_903880655.1	GCA_903859365.1	0.85-0.9	p__Patescibacteria	0.8963	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903880655.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903859365.1.fna
GCA_016214105.1	GCA_016207245.1	0.85-0.9	p__Patescibacteria	0.8692	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016214105.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016207245.1.fna
GCA_009995495.1	GCA_016938415.1	0.85-0.9	p__Patescibacteria	0.8620	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009995495.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016938415.1.fna
GCA_004322365.1	GCA_007378985.1	0.85-0.9	p__Patescibacteria	0.8868	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004322365.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_007378985.1.fna
GCA_001774455.1	GCA_002778715.1	0.85-0.9	p__Patescibacteria	0.8503	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001774455.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002778715.1.fna
GCA_002400405.1	GCA_002328565.1	0.85-0.9	p__Patescibacteria	0.8506	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002400405.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002328565.1.fna
GCA_015256915.2	GCA_013333405.2	0.85-0.9	p__Patescibacteria	0.8863	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015256915.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013333405.2.fna
GCA_000991805.1	GCA_903906305.1	0.85-0.9	p__Patescibacteria	0.8533	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000991805.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903906305.1.fna
GCA_016185525.1	GCA_016181105.1	0.85-0.9	p__Patescibacteria	0.8539	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016185525.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016181105.1.fna
GCA_016432405.1	GCA_001778495.1	0.85-0.9	p__Patescibacteria	0.8631	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016432405.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001778495.1.fna
GCA_001783595.1	GCA_002782365.1	0.85-0.9	p__Patescibacteria	0.8720	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001783595.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002782365.1.fna
GCA_018818345.1	GCA_000991805.1	0.85-0.9	p__Patescibacteria	0.8859	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018818345.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000991805.1.fna
GCA_014238395.1	GCA_014238475.1	0.85-0.9	p__Patescibacteria	0.8969	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014238395.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014238475.1.fna
GCA_003260325.1	GCA_002761215.1	0.85-0.9	p__Patescibacteria	0.8674	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003260325.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002761215.1.fna
GCA_016201685.1	GCA_016178535.1	0.85-0.9	p__Patescibacteria	0.8639	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016201685.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016178535.1.fna
GCA_018662325.1	GCA_002718715.1	0.85-0.9	p__Patescibacteria	0.8777	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018662325.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002718715.1.fna
GCA_003507445.1	GCA_000991245.1	0.85-0.9	p__Patescibacteria	0.8844	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003507445.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000991245.1.fna
